frame,timestamp_sec,num_proposals,num_detections,active_tracks,warning_tracks,max_prob,max_score,mean_top3_score,warning
0,0.0,0,0,0,0,0.0,0.0,0.0,0
1,0.03333333333333333,0,0,0,0,0.0,0.0,0.0,0
2,0.06666666666666667,0,0,0,0,0.0,0.0,0.0,0
3,0.1,0,0,0,0,0.0,0.0,0.0,0
4,0.13333333333333333,0,0,0,0,0.0,0.0,0.0,0
5,0.16666666666666666,0,0,0,0,0.0,0.0,0.0,0
6,0.2,0,0,0,0,0.0,0.0,0.0,0
7,0.23333333333333334,0,0,0,0,0.0,0.0,0.0,0
8,0.26666666666666666,0,0,0,0,0.0,0.0,0.0,0
9,0.3,0,0,0,0,0.0,0.0,0.0,0
10,0.3333333333333333,0,0,0,0,0.0,0.0,0.0,0
11,0.36666666666666664,1,0,0,0,0.0,0.0,0.0,0
12,0.4,0,0,0,0,0.0,0.0,0.0,0
13,0.43333333333333335,0,0,0,0,0.0,0.0,0.0,0
14,0.4666666666666667,0,0,0,0,0.0,0.0,0.0,0
15,0.5,0,0,0,0,0.0,0.0,0.0,0
16,0.5333333333333333,0,0,0,0,0.0,0.0,0.0,0
17,0.5666666666666667,0,0,0,0,0.0,0.0,0.0,0
18,0.6,0,0,0,0,0.0,0.0,0.0,0
19,0.6333333333333333,0,0,0,0,0.0,0.0,0.0,0
20,0.6666666666666666,0,0,0,0,0.0,0.0,0.0,0
21,0.7,0,0,0,0,0.0,0.0,0.0,0
22,0.7333333333333333,0,0,0,0,0.0,0.0,0.0,0
23,0.7666666666666667,0,0,0,0,0.0,0.0,0.0,0
24,0.8,0,0,0,0,0.0,0.0,0.0,0
25,0.8333333333333334,0,0,0,0,0.0,0.0,0.0,0
26,0.8666666666666667,0,0,0,0,0.0,0.0,0.0,0
27,0.9,0,0,0,0,0.0,0.0,0.0,0
28,0.9333333333333333,0,0,0,0,0.0,0.0,0.0,0
29,0.9666666666666667,0,0,0,0,0.0,0.0,0.0,0
30,1.0,0,0,0,0,0.0,0.0,0.0,0
31,1.0333333333333334,0,0,0,0,0.0,0.0,0.0,0
32,1.0666666666666667,0,0,0,0,0.0,0.0,0.0,0
33,1.1,0,0,0,0,0.0,0.0,0.0,0
34,1.1333333333333333,0,0,0,0,0.0,0.0,0.0,0
35,1.1666666666666667,0,0,0,0,0.0,0.0,0.0,0
36,1.2,0,0,0,0,0.0,0.0,0.0,0
37,1.2333333333333334,0,0,0,0,0.0,0.0,0.0,0
38,1.2666666666666666,0,0,0,0,0.0,0.0,0.0,0
39,1.3,0,0,0,0,0.0,0.0,0.0,0
40,1.3333333333333333,0,0,0,0,0.0,0.0,0.0,0
41,1.3666666666666667,0,0,0,0,0.0,0.0,0.0,0
42,1.4,0,0,0,0,0.0,0.0,0.0,0
43,1.4333333333333333,0,0,0,0,0.0,0.0,0.0,0
44,1.4666666666666666,0,0,0,0,0.0,0.0,0.0,0
45,1.5,0,0,0,0,0.0,0.0,0.0,0
46,1.5333333333333334,0,0,0,0,0.0,0.0,0.0,0
47,1.5666666666666667,0,0,0,0,0.0,0.0,0.0,0
48,1.6,0,0,0,0,0.0,0.0,0.0,0
49,1.6333333333333333,0,0,0,0,0.0,0.0,0.0,0
50,1.6666666666666667,0,0,0,0,0.0,0.0,0.0,0
51,1.7,0,0,0,0,0.0,0.0,0.0,0
52,1.7333333333333334,0,0,0,0,0.0,0.0,0.0,0
53,1.7666666666666666,0,0,0,0,0.0,0.0,0.0,0
54,1.8,0,0,0,0,0.0,0.0,0.0,0
55,1.8333333333333333,0,0,0,0,0.0,0.0,0.0,0
56,1.8666666666666667,0,0,0,0,0.0,0.0,0.0,0
57,1.9,0,0,0,0,0.0,0.0,0.0,0
58,1.9333333333333333,0,0,0,0,0.0,0.0,0.0,0
59,1.9666666666666666,0,0,0,0,0.0,0.0,0.0,0
60,2.0,0,0,0,0,0.0,0.0,0.0,0
61,2.033333333333333,0,0,0,0,0.0,0.0,0.0,0
62,2.066666666666667,0,0,0,0,0.0,0.0,0.0,0
63,2.1,0,0,0,0,0.0,0.0,0.0,0
64,2.1333333333333333,0,0,0,0,0.0,0.0,0.0,0
65,2.1666666666666665,0,0,0,0,0.0,0.0,0.0,0
66,2.2,0,0,0,0,0.0,0.0,0.0,0
67,2.2333333333333334,0,0,0,0,0.0,0.0,0.0,0
68,2.2666666666666666,0,0,0,0,0.0,0.0,0.0,0
69,2.3,0,0,0,0,0.0,0.0,0.0,0
70,2.3333333333333335,0,0,0,0,0.0,0.0,0.0,0
71,2.3666666666666667,0,0,0,0,0.0,0.0,0.0,0
72,2.4,0,0,0,0,0.0,0.0,0.0,0
73,2.433333333333333,0,0,0,0,0.0,0.0,0.0,0
74,2.466666666666667,0,0,0,0,0.0,0.0,0.0,0
75,2.5,0,0,0,0,0.0,0.0,0.0,0
76,2.533333333333333,0,0,0,0,0.0,0.0,0.0,0
77,2.566666666666667,0,0,0,0,0.0,0.0,0.0,0
78,2.6,0,0,0,0,0.0,0.0,0.0,0
79,2.6333333333333333,0,0,0,0,0.0,0.0,0.0,0
80,2.6666666666666665,0,0,0,0,0.0,0.0,0.0,0
81,2.7,0,0,0,0,0.0,0.0,0.0,0
82,2.7333333333333334,0,0,0,0,0.0,0.0,0.0,0
83,2.7666666666666666,0,0,0,0,0.0,0.0,0.0,0
84,2.8,0,0,0,0,0.0,0.0,0.0,0
85,2.8333333333333335,0,0,0,0,0.0,0.0,0.0,0
86,2.8666666666666667,0,0,0,0,0.0,0.0,0.0,0
87,2.9,0,0,0,0,0.0,0.0,0.0,0
88,2.933333333333333,0,0,0,0,0.0,0.0,0.0,0
89,2.966666666666667,0,0,0,0,0.0,0.0,0.0,0
90,3.0,0,0,0,0,0.0,0.0,0.0,0
91,3.033333333333333,0,0,0,0,0.0,0.0,0.0,0
92,3.066666666666667,0,0,0,0,0.0,0.0,0.0,0
93,3.1,0,0,0,0,0.0,0.0,0.0,0
94,3.1333333333333333,0,0,0,0,0.0,0.0,0.0,0
95,3.1666666666666665,0,0,0,0,0.0,0.0,0.0,0
96,3.2,1,0,0,0,0.0,0.0,0.0,0
97,3.2333333333333334,0,0,0,0,0.0,0.0,0.0,0
98,3.2666666666666666,0,0,0,0,0.0,0.0,0.0,0
99,3.3,0,0,0,0,0.0,0.0,0.0,0
100,3.3333333333333335,0,0,0,0,0.0,0.0,0.0,0
101,3.3666666666666667,0,0,0,0,0.0,0.0,0.0,0
102,3.4,0,0,0,0,0.0,0.0,0.0,0
103,3.433333333333333,0,0,0,0,0.0,0.0,0.0,0
104,3.466666666666667,0,0,0,0,0.0,0.0,0.0,0
105,3.5,0,0,0,0,0.0,0.0,0.0,0
106,3.533333333333333,0,0,0,0,0.0,0.0,0.0,0
107,3.566666666666667,0,0,0,0,0.0,0.0,0.0,0
108,3.6,0,0,0,0,0.0,0.0,0.0,0
109,3.6333333333333333,0,0,0,0,0.0,0.0,0.0,0
110,3.6666666666666665,0,0,0,0,0.0,0.0,0.0,0
111,3.7,0,0,0,0,0.0,0.0,0.0,0
112,3.7333333333333334,0,0,0,0,0.0,0.0,0.0,0
113,3.7666666666666666,0,0,0,0,0.0,0.0,0.0,0
114,3.8,0,0,0,0,0.0,0.0,0.0,0
115,3.8333333333333335,0,0,0,0,0.0,0.0,0.0,0
116,3.8666666666666667,0,0,0,0,0.0,0.0,0.0,0
117,3.9,0,0,0,0,0.0,0.0,0.0,0
118,3.933333333333333,0,0,0,0,0.0,0.0,0.0,0
119,3.966666666666667,0,0,0,0,0.0,0.0,0.0,0
120,4.0,0,0,0,0,0.0,0.0,0.0,0
121,4.033333333333333,0,0,0,0,0.0,0.0,0.0,0
122,4.066666666666666,0,0,0,0,0.0,0.0,0.0,0
123,4.1,0,0,0,0,0.0,0.0,0.0,0
124,4.133333333333334,0,0,0,0,0.0,0.0,0.0,0
125,4.166666666666667,0,0,0,0,0.0,0.0,0.0,0
126,4.2,0,0,0,0,0.0,0.0,0.0,0
127,4.233333333333333,0,0,0,0,0.0,0.0,0.0,0
128,4.266666666666667,0,0,0,0,0.0,0.0,0.0,0
129,4.3,0,0,0,0,0.0,0.0,0.0,0
130,4.333333333333333,0,0,0,0,0.0,0.0,0.0,0
131,4.366666666666666,0,0,0,0,0.0,0.0,0.0,0
132,4.4,0,0,0,0,0.0,0.0,0.0,0
133,4.433333333333334,0,0,0,0,0.0,0.0,0.0,0
134,4.466666666666667,0,0,0,0,0.0,0.0,0.0,0
135,4.5,0,0,0,0,0.0,0.0,0.0,0
136,4.533333333333333,0,0,0,0,0.0,0.0,0.0,0
137,4.566666666666666,1,0,0,0,0.0,0.0,0.0,0
138,4.6,0,0,0,0,0.0,0.0,0.0,0
139,4.633333333333334,0,0,0,0,0.0,0.0,0.0,0
140,4.666666666666667,0,0,0,0,0.0,0.0,0.0,0
141,4.7,0,0,0,0,0.0,0.0,0.0,0
142,4.733333333333333,1,0,0,0,0.0,0.0,0.0,0
143,4.766666666666667,0,0,0,0,0.0,0.0,0.0,0
144,4.8,0,0,0,0,0.0,0.0,0.0,0
145,4.833333333333333,0,0,0,0,0.0,0.0,0.0,0
146,4.866666666666666,0,0,0,0,0.0,0.0,0.0,0
147,4.9,0,0,0,0,0.0,0.0,0.0,0
148,4.933333333333334,0,0,0,0,0.0,0.0,0.0,0
149,4.966666666666667,0,0,0,0,0.0,0.0,0.0,0
150,5.0,0,0,0,0,0.0,0.0,0.0,0
151,5.033333333333333,0,0,0,0,0.0,0.0,0.0,0
152,5.066666666666666,0,0,0,0,0.0,0.0,0.0,0
153,5.1,0,0,0,0,0.0,0.0,0.0,0
154,5.133333333333334,0,0,0,0,0.0,0.0,0.0,0
155,5.166666666666667,0,0,0,0,0.0,0.0,0.0,0
156,5.2,0,0,0,0,0.0,0.0,0.0,0
157,5.233333333333333,0,0,0,0,0.0,0.0,0.0,0
158,5.266666666666667,0,0,0,0,0.0,0.0,0.0,0
159,5.3,0,0,0,0,0.0,0.0,0.0,0
160,5.333333333333333,0,0,0,0,0.0,0.0,0.0,0
161,5.366666666666666,0,0,0,0,0.0,0.0,0.0,0
162,5.4,0,0,0,0,0.0,0.0,0.0,0
163,5.433333333333334,0,0,0,0,0.0,0.0,0.0,0
164,5.466666666666667,0,0,0,0,0.0,0.0,0.0,0
165,5.5,0,0,0,0,0.0,0.0,0.0,0
166,5.533333333333333,0,0,0,0,0.0,0.0,0.0,0
167,5.566666666666666,0,0,0,0,0.0,0.0,0.0,0
168,5.6,0,0,0,0,0.0,0.0,0.0,0
169,5.633333333333334,0,0,0,0,0.0,0.0,0.0,0
170,5.666666666666667,0,0,0,0,0.0,0.0,0.0,0
171,5.7,0,0,0,0,0.0,0.0,0.0,0
172,5.733333333333333,0,0,0,0,0.0,0.0,0.0,0
173,5.766666666666667,0,0,0,0,0.0,0.0,0.0,0
174,5.8,0,0,0,0,0.0,0.0,0.0,0
175,5.833333333333333,0,0,0,0,0.0,0.0,0.0,0
176,5.866666666666666,0,0,0,0,0.0,0.0,0.0,0
177,5.9,0,0,0,0,0.0,0.0,0.0,0
178,5.933333333333334,0,0,0,0,0.0,0.0,0.0,0
179,5.966666666666667,0,0,0,0,0.0,0.0,0.0,0
180,6.0,0,0,0,0,0.0,0.0,0.0,0
181,6.033333333333333,0,0,0,0,0.0,0.0,0.0,0
182,6.066666666666666,0,0,0,0,0.0,0.0,0.0,0
183,6.1,0,0,0,0,0.0,0.0,0.0,0
184,6.133333333333334,0,0,0,0,0.0,0.0,0.0,0
185,6.166666666666667,0,0,0,0,0.0,0.0,0.0,0
186,6.2,0,0,0,0,0.0,0.0,0.0,0
187,6.233333333333333,0,0,0,0,0.0,0.0,0.0,0
188,6.266666666666667,0,0,0,0,0.0,0.0,0.0,0
189,6.3,0,0,0,0,0.0,0.0,0.0,0
190,6.333333333333333,0,0,0,0,0.0,0.0,0.0,0
191,6.366666666666666,0,0,0,0,0.0,0.0,0.0,0
192,6.4,0,0,0,0,0.0,0.0,0.0,0
193,6.433333333333334,1,1,1,0,0.986328125,0.6472648945044839,0.6472648945044839,0
194,6.466666666666667,0,0,0,0,0.0,0.0,0.0,0
195,6.5,1,1,1,0,0.98779296875,0.722070170894864,0.722070170894864,0
196,6.533333333333333,1,1,1,0,0.99462890625,0.7207094459512695,0.7207094459512695,0
197,6.566666666666666,0,0,0,0,0.0,0.0,0.0,0
198,6.6,3,3,3,0,0.99755859375,0.7724937131854728,0.726561161951579,0
199,6.633333333333334,3,3,3,0,0.9990234375,0.7638790905764875,0.7063851750203115,0
200,6.666666666666667,3,3,3,1,0.998046875,0.7631066456417759,0.7099997154107142,1
201,6.7,0,0,0,0,0.0,0.0,0.0,0
202,6.733333333333333,3,3,3,0,0.9990234375,0.7769936656523789,0.64963783767833,0
203,6.766666666666667,2,2,2,0,0.99951171875,0.7776091966780889,0.7566477861210797,0
204,6.8,2,2,2,1,0.998046875,0.7678855812728971,0.7378656298726426,1
205,6.833333333333333,1,1,1,0,0.9970703125,0.5035068652251303,0.5035068652251303,0
206,6.866666666666666,3,3,3,0,0.9990234375,0.7899941258803147,0.6905233534435177,0
207,6.9,1,1,1,0,0.9990234375,0.7722963051978898,0.7722963051978898,0
208,6.933333333333334,1,1,1,1,0.99755859375,0.8105911042623689,0.8105911042623689,1
209,6.966666666666667,1,1,1,1,0.99755859375,0.809963594816074,0.809963594816074,1
210,7.0,1,1,1,1,0.99658203125,0.5721308214476541,0.5721308214476541,1
211,7.033333333333333,0,0,0,0,0.0,0.0,0.0,0
212,7.066666666666666,2,2,2,0,0.9990234375,0.6818934968052562,0.5811717118862554,0
213,7.1,2,2,2,0,0.99658203125,0.6815373631072561,0.6399427720772748,0
214,7.133333333333334,2,2,2,0,0.97607421875,0.6613370085198785,0.6607636530539504,0
215,7.166666666666667,3,3,3,0,0.99853515625,0.667576088970678,0.6153546209682242,0
216,7.2,1,1,1,0,0.98681640625,0.6994967666901388,0.6994967666901388,0
217,7.233333333333333,0,0,0,0,0.0,0.0,0.0,0
218,7.266666666666667,0,0,0,0,0.0,0.0,0.0,0
219,7.3,0,0,0,0,0.0,0.0,0.0,0
220,7.333333333333333,0,0,0,0,0.0,0.0,0.0,0
221,7.366666666666666,0,0,0,0,0.0,0.0,0.0,0
222,7.4,0,0,0,0,0.0,0.0,0.0,0
223,7.433333333333334,1,1,1,0,0.9970703125,0.7786457611813395,0.7786457611813395,0
224,7.466666666666667,1,1,1,0,0.99755859375,0.7770201327775101,0.7770201327775101,0
225,7.5,1,1,1,0,1.0,0.7917613252931417,0.7917613252931417,0
226,7.533333333333333,1,1,1,1,0.994140625,0.7998536604624745,0.7998536604624745,1
227,7.566666666666666,1,1,1,1,0.99169921875,0.7996406986078073,0.7996406986078073,1
228,7.6,1,1,1,1,0.9931640625,0.8045052353418343,0.8045052353418343,1
229,7.633333333333334,1,1,1,1,0.9912109375,0.8030937595084949,0.8030937595084949,1
230,7.666666666666667,1,1,1,1,0.99853515625,0.8135403044656562,0.8135403044656562,1
231,7.7,1,1,1,1,0.99658203125,0.8147792938104715,0.8147792938104715,1
232,7.733333333333333,1,1,1,1,0.99951171875,0.8198757381154496,0.8198757381154496,1
233,7.766666666666667,3,1,1,1,1.0,0.7990481633899935,0.7990481633899935,1
234,7.8,2,2,2,1,1.0,0.8037175447544995,0.7753188737855534,1
235,7.833333333333333,2,2,2,1,1.0,0.8017953416817529,0.7728680911140233,1
236,7.866666666666666,2,2,2,1,1.0,0.8138967224988934,0.8088135095129227,1
237,7.9,4,4,4,1,1.0,0.849702893799345,0.7771568162036394,1
238,7.933333333333334,3,3,3,1,0.99951171875,0.8366790042552181,0.7079766466068005,1
239,7.966666666666667,2,2,2,1,0.99951171875,0.8410862100451199,0.7561151842338978,1
240,8.0,3,3,3,1,1.0,0.8389260778695418,0.7519008743459357,1
241,8.033333333333333,2,2,2,1,1.0,0.8454493634225407,0.7742370071148537,1
242,8.066666666666666,2,2,2,1,0.99951171875,0.8482897287592395,0.7879442222279497,1
243,8.1,3,3,3,1,0.99951171875,0.8493661815221198,0.7579765987946496,1
244,8.133333333333333,3,3,3,1,0.99951171875,0.8492623882800471,0.7569817715384112,1
245,8.166666666666666,3,3,3,2,0.99951171875,0.8473799086844884,0.7643306896449715,1
246,8.2,4,4,4,2,1.0,0.8456044940411608,0.7637487352223951,1
247,8.233333333333333,2,2,2,1,0.99951171875,0.843614713484315,0.7698071716100661,1
248,8.266666666666667,1,1,1,1,0.98681640625,0.729652552495314,0.729652552495314,1
249,8.3,0,0,0,0,0.0,0.0,0.0,0
250,8.333333333333334,0,0,0,0,0.0,0.0,0.0,0
251,8.366666666666667,3,2,2,0,0.99951171875,0.8081453948388125,0.7540295556178229,0
252,8.4,3,3,3,0,0.99951171875,0.7673308705829432,0.7427667138067365,0
253,8.433333333333334,2,2,2,1,0.99853515625,0.7560934110928843,0.7404711703518402,1
254,8.466666666666667,2,2,2,2,0.99951171875,0.7826960057422501,0.7505444752678777,1
255,8.5,3,3,3,2,0.99951171875,0.7834217465591564,0.7123111299931592,1
256,8.533333333333333,3,3,3,2,1.0,0.836902315201408,0.7823829972389467,1
257,8.566666666666666,4,3,3,2,0.99951171875,0.8387024409411994,0.7788904605439274,1
258,8.6,5,4,4,3,1.0,0.8103825968349944,0.7846209813723676,1
259,8.633333333333333,4,3,3,3,1.0,0.8102594143826612,0.7835294559773486,1
260,8.666666666666666,3,3,3,2,1.0,0.7311520234621123,0.6396535838344756,1
261,8.7,4,3,3,1,0.99951171875,0.7859152354608686,0.6720540363964966,1
262,8.733333333333333,3,3,3,1,0.99951171875,0.7838906103475558,0.6687067970965915,1
263,8.766666666666667,3,3,3,2,0.9990234375,0.8305790213413079,0.7862132800874035,1
264,8.8,5,4,4,2,1.0,0.8303008482190511,0.7978883663401538,1
265,8.833333333333334,3,3,3,2,0.9990234375,0.8288148520706687,0.7892133017361843,1
266,8.866666666666667,3,3,3,2,0.99951171875,0.8264378395761484,0.7918471775104742,1
267,8.9,2,2,2,1,0.99951171875,0.7897223059684972,0.7840597230727984,1
268,8.933333333333334,3,3,3,1,0.99853515625,0.7847473886180375,0.7141927686558001,1
269,8.966666666666667,3,3,3,2,0.99853515625,0.7862489141241583,0.7145418388585895,1
270,9.0,4,2,2,1,0.99951171875,0.8467991077986116,0.8150321272055535,1
271,9.033333333333333,4,3,3,1,1.0,0.8596460265517105,0.8139374567749332,1
272,9.066666666666666,4,3,3,2,1.0,0.8596873519599959,0.81407641566991,1
273,9.1,3,2,2,2,1.0,0.8532968670538245,0.8193500846345725,1
274,9.133333333333333,4,4,4,2,1.0,0.864376621344726,0.8166966009597404,1
275,9.166666666666666,5,4,4,2,0.99951171875,0.8653589923362647,0.8172926517226663,1
276,9.2,2,2,2,2,1.0,0.8620658541100743,0.8204069748003586,1
277,9.233333333333333,2,2,2,2,1.0,0.8626157572826775,0.8401999214684102,1
278,9.266666666666667,5,5,5,2,1.0,0.8649826082280502,0.8275836730411754,1
279,9.3,5,5,5,2,1.0,0.8317042905130219,0.8215051924117359,1
280,9.333333333333334,5,5,5,4,1.0,0.8317580385224989,0.8217746239293909,1
281,9.366666666666667,6,4,4,3,1.0,0.828421056977869,0.7953748966566279,1
282,9.4,6,4,4,4,1.0,0.8286492665289209,0.7952222086936667,1
283,9.433333333333334,4,4,4,2,1.0,0.8224524521418288,0.7863025624415987,1
284,9.466666666666667,8,5,5,2,1.0,0.828200112447756,0.8190207867675724,1
285,9.5,7,5,5,3,1.0,0.8163759791285655,0.8101557242830916,1
286,9.533333333333333,5,5,5,3,1.0,0.807038173359679,0.8025870143848498,1
287,9.566666666666666,5,5,5,3,1.0,0.8121396411210235,0.8023367330390657,1
288,9.6,5,5,5,4,1.0,0.8056352685586009,0.7960360096355038,1
289,9.633333333333333,8,5,5,3,1.0,0.8124709819866709,0.7901373774493615,1
290,9.666666666666666,7,5,5,2,1.0,0.820366030414162,0.7918165321476888,1
291,9.7,8,5,5,2,1.0,0.8300292118265168,0.8064815067878367,1
292,9.733333333333333,8,5,5,2,0.99951171875,0.8424596263255523,0.823146706912234,1
293,9.766666666666667,8,5,5,3,1.0,0.8427078269236294,0.8228325243210924,1
294,9.8,10,5,5,4,1.0,0.8428854823851009,0.8088904449741999,1
295,9.833333333333334,10,5,5,3,1.0,0.8397400795210808,0.8078170492874502,1
296,9.866666666666667,8,5,5,4,1.0,0.8462453911054238,0.8345809385286579,1
297,9.9,8,5,5,3,1.0,0.8347150329606546,0.8237607467635669,1
298,9.933333333333334,13,5,5,4,1.0,0.8289137043188418,0.8209472284007164,1
299,9.966666666666667,10,5,5,4,0.99951171875,0.8270031530440894,0.8160271479234465,1
300,10.0,13,5,5,3,0.99951171875,0.8252953175056894,0.8144787897406126,1
301,10.033333333333333,11,5,5,2,1.0,0.8376050424373758,0.8201103734862073,1
302,10.066666666666666,4,2,2,1,0.994140625,0.7230165470139334,0.6704527643759632,1
303,10.1,3,1,1,0,0.99560546875,0.6127126724393936,0.6127126724393936,0
304,10.133333333333333,3,1,1,0,0.99365234375,0.8195559499097506,0.8195559499097506,0
305,10.166666666666666,3,1,1,0,0.98681640625,0.8251998425921645,0.8251998425921645,0
306,10.2,4,2,2,1,0.9990234375,0.8251560181578258,0.6653703050353695,1
307,10.233333333333333,4,3,3,1,0.99951171875,0.8382998646770853,0.782325047139452,1
308,10.266666666666667,3,2,2,1,1.0,0.8400824965597766,0.8072923828209102,1
309,10.3,5,3,3,2,1.0,0.8404290833821814,0.8022722710061644,1
310,10.333333333333334,5,3,3,2,0.99951171875,0.8400055144049083,0.8024455787967444,1
311,10.366666666666667,6,4,4,3,1.0,0.8632366525704842,0.8299093262213743,1
312,10.4,8,5,5,3,0.99853515625,0.8579431472542818,0.8246332962833307,1
313,10.433333333333334,7,5,5,3,1.0,0.8537222787585077,0.8406490341137536,1
314,10.466666666666667,8,5,5,3,1.0,0.8408773129993181,0.8387203281017198,1
315,10.5,8,5,5,3,1.0,0.8409934113601076,0.8387207843712196,1
316,10.533333333333333,13,5,5,4,1.0,0.854875361839328,0.8462982303398042,1
